pl_name,hostname,galactic_latitude,galactic_longitude,distance,visual_mag
Kepler-1587 b,Kepler-1587,14.43882,81.73931,1026.48,14.166
Kepler-1588 b,Kepler-1588,16.44589,78.93826,924.141,13.94
Kepler-1589 b,Kepler-1589,9.25568,73.9989,1513.14,15.074
Kepler-159 b,Kepler-159,7.65134,75.22984,373.744,15.386
Kepler-159 c,Kepler-159,7.65134,75.22984,373.744,15.386
Kepler-1590 b,Kepler-1590,14.50514,79.83412,771.152,14.186
Kepler-1591 b,Kepler-1591,9.82378,78.33732,1419.58,14.846
Kepler-1592 b,Kepler-1592,8.64059,71.83822,1639.47,14.94
Kepler-1593 b,Kepler-1593,7.29669,79.63594,638.249,16.19
Kepler-1594 b,Kepler-1594,13.14169,80.43622,976.868,14.951
Kepler-1595 b,Kepler-1595,16.17228,73.4308,845.022,15.508
Kepler-1596 b,Kepler-1596,18.57532,79.55824,2146.23,15.632
Kepler-1597 b,Kepler-1597,14.31582,73.65455,1221.05,14.257
Kepler-1598 b,Kepler-1598,15.82723,77.83275,619.862,13.929
Kepler-1599 b,Kepler-1599,15.11555,71.79761,1328.2,14.97
Kepler-16 b,Kepler-16,17.366,82.78543,75.0852,12.144
Kepler-160 b,Kepler-160,14.73466,73.9027,937.013,14.816
Kepler-160 c,Kepler-160,14.73466,73.9027,937.013,14.816
Kepler-160 d,Kepler-160,14.73466,73.9027,937.013,14.816
Kepler-1600 b,Kepler-1600,10.52293,71.30223,1030.81,16.076
Kepler-1600 c,Kepler-1600,10.52293,71.30223,1030.81,16.076
Kepler-1601 b,Kepler-1601,14.40649,68.65619,644.456,13.842
Kepler-1602 b,Kepler-1602,9.76833,73.56095,629.804,13.362
Kepler-1603 b,Kepler-1603,9.5933,76.07194,2712.58,15.397
Kepler-1604 b,Kepler-1604,16.90627,74.6998,541.189,15.224
Kepler-1605 b,Kepler-1605,16.93521,78.15062,546.23,12.592
Kepler-1606 b,Kepler-1606,15.75379,73.68234,831.287,15.396
Kepler-1607 b,Kepler-1607,9.17825,76.43909,1286.1,13.969
Kepler-1609 b,Kepler-1609,11.78036,71.67209,1826.04,15.159
Kepler-161 b,Kepler-161,12.99462,74.95576,434.632,14.406
Kepler-161 c,Kepler-161,12.99462,74.95576,434.632,14.406
Kepler-1610 b,Kepler-1610,10.58296,78.84084,864.331,16.077
Kepler-1610 c,Kepler-1610,10.58296,78.84084,864.331,16.077
Kepler-1611 b,Kepler-1611,12.24637,82.93231,908.444,14.627
Kepler-1612 b,Kepler-1612,13.61034,77.57698,764.726,14.936
Kepler-1613 b,Kepler-1613,13.56034,75.06765,1508.33,14.192
Kepler-1614 b,Kepler-1614,19.14605,79.84006,1191.19,16.01
Kepler-1615 b,Kepler-1615,15.43982,72.86678,1393.83,14.603
Kepler-1616 b,Kepler-1616,16.49419,75.87728,1137.81,13.491
Kepler-1617 b,Kepler-1617,16.02217,77.3352,898.31,13.811
Kepler-1618 b,Kepler-1618,11.27915,79.07164,1229.25,13.672
Kepler-1619 b,Kepler-1619,16.71563,74.79049,734.85,13.438
Kepler-162 b,Kepler-162,8.91719,77.82088,855.641,14.351
Kepler-162 c,Kepler-162,8.91719,77.82088,855.641,14.351
Kepler-1620 b,Kepler-1620,10.47638,80.66117,895.069,13.69
Kepler-1621 b,Kepler-1621,8.77976,78.03515,1631.66,15.151
Kepler-1622 b,Kepler-1622,10.86809,81.47197,796.477,13.437
Kepler-1623 b,Kepler-1623,9.02309,72.95966,837.481,15.205
Kepler-1624 b,Kepler-1624,9.05558,70.4517,258.979,16.597
Kepler-1625 b,Kepler-1625,8.26713,73.74999,2310.11,16.227
Kepler-1626 b,Kepler-1626,7.95519,74.88682,1368.83,14.357
Kepler-1627 b,Kepler-1627,16.7796,71.5646,317.437,13.111
Kepler-1629 b,Kepler-1629,20.19416,72.70897,336.09,12.786
Kepler-163 b,Kepler-163,11.87083,79.97327,689.814,14.467
Kepler-163 c,Kepler-163,11.87083,79.97327,689.814,14.467
Kepler-1630 b,Kepler-1630,8.76631,77.89166,331.213,14.278
Kepler-1631 b,Kepler-1631,10.63796,76.97308,1305.99,15.673
Kepler-1632 b,Kepler-1632,10.77493,77.02199,716.76,13.22
Kepler-1633 b,Kepler-1633,15.06382,76.0723,1114.91,13.516
Kepler-1634 b,Kepler-1634,11.62186,77.98371,617.339,14.636
Kepler-1635 b,Kepler-1635,17.366,75.79691,1069.45,15.82
Kepler-1636 b,Kepler-1636,12.20049,79.17483,1947.54,15.807
Kepler-1637 b,Kepler-1637,20.25106,77.61218,567.187,13.375
Kepler-1638 b,Kepler-1638,12.2882,81.52166,1525.52,14.769
Kepler-1639 b,Kepler-1639,19.93538,78.45346,1031.31,14.593
Kepler-164 b,Kepler-164,16.58456,78.45857,890.758,14.379
Kepler-164 c,Kepler-164,16.58456,78.45857,890.758,14.379
Kepler-164 d,Kepler-164,16.58456,78.45857,890.758,14.379
Kepler-164 e,Kepler-164,16.58456,78.45857,890.758,14.379
Kepler-1640 b,Kepler-1640,9.30881,74.29026,1859.78,14.754
Kepler-1641 b,Kepler-1641,8.46248,75.58833,860.37,14.49
Kepler-1641 c,Kepler-1641,8.46248,75.58833,860.37,14.49
Kepler-1642 b,Kepler-1642,8.92018,77.72618,413.873,14.319
Kepler-1642 c,Kepler-1642,8.92018,77.72618,413.873,14.319
Kepler-1643 b,Kepler-1643,7.4819,79.86512,341.774,14.072
Kepler-1644 b,Kepler-1644,18.17315,78.25959,629.27,14.397
Kepler-1645 b,Kepler-1645,11.06907,82.0602,1202.47,14.566
Kepler-1646 b,Kepler-1646,14.91811,73.86962,127.591,16.8419
Kepler-1647 b,Kepler-1647,6.83604,75.45396,1212.45,13.668
Kepler-1649 b,Kepler-1649,11.12886,74.45609,92.1913,17.95
Kepler-1649 c,Kepler-1649,11.12886,74.45609,92.1913,17.95
Kepler-165 b,Kepler-165,21.12868,76.92011,560.885,15.05
Kepler-165 c,Kepler-165,21.12868,76.92011,560.885,15.05
Kepler-1650 b,Kepler-1650,8.2103,77.22891,134.397,17.07
Kepler-1651 b,Kepler-1651,19.45131,78.1688,66.4074,13.86
Kepler-1654 b,Kepler-1654,19.06885,73.86663,568.117,13.497
Kepler-1655 b,Kepler-1655,14.01685,70.10576,213.26,11.045
Kepler-1656 b,Kepler-1656,15.86374,70.07924,185.875,11.64
Kepler-1656 c,Kepler-1656,15.86374,70.07924,185.875,11.64
Kepler-1658 b,Kepler-1658,8.55004,72.51658,788.238,11.62
Kepler-166 b,Kepler-166,13.81924,81.14899,603.53,14.857
Kepler-166 c,Kepler-166,13.81924,81.14899,603.53,14.857
Kepler-166 d,Kepler-166,13.81924,81.14899,603.53,14.857
Kepler-1660 AB b,Kepler-1660 A,11.7468,72.33368,1188.54,13.595
Kepler-1661 b,Kepler-1661,16.15714,72.26462,410.607,14.357
Kepler-1663 b,Kepler-1663,15.44414,80.31086,337.926,16.069
Kepler-1664 b,Kepler-1664,17.76123,79.80597,626.691,13.621
Kepler-1665 b,Kepler-1665,12.20124,73.02343,335.515,13.737
Kepler-1666 b,Kepler-1666,9.74522,80.30239,1379.37,15.104
Kepler-1666 c,Kepler-1666,9.74522,80.30239,1379.37,15.104
Kepler-1667 b,Kepler-1667,19.41312,77.84988,626.819,13.52
Kepler-1668 b,Kepler-1668,10.02549,79.94767,1335.64,15.792
Kepler-1669 b,Kepler-1669,6.90783,74.4723,543.444,16.473
Kepler-1669 c,Kepler-1669,6.90783,74.4723,543.444,16.473
Kepler-1669 d,Kepler-1669,6.90783,74.4723,543.444,16.473
Kepler-167 b,Kepler-167,9.44486,71.35329,341.908,14.284
Kepler-167 c,Kepler-167,9.44486,71.35329,341.908,14.284
Kepler-167 d,Kepler-167,9.44486,71.35329,341.908,14.284
Kepler-167 e,Kepler-167,9.44486,71.35329,341.908,14.284
Kepler-1670 b,Kepler-1670,13.13633,74.93061,2065.98,15.743
Kepler-1671 b,Kepler-1671,10.57479,72.02506,357.059,13.439
Kepler-1672 b,Kepler-1672,6.78475,75.04428,391.181,12.548
Kepler-1673 b,Kepler-1673,18.29475,78.98169,727.187,13.783
Kepler-1674 b,Kepler-1674,11.21376,78.38828,1012.48,15.697
Kepler-1675 b,Kepler-1675,16.7544,70.97329,651.117,13.672
Kepler-1677 b,Kepler-1677,9.78928,81.14917,735.369,13.806
Kepler-1678 b,Kepler-1678,9.5162,71.37765,847.339,15.02
Kepler-1679 b,Kepler-1679,14.05749,82.79837,909.28,15.327
Kepler-168 b,Kepler-168,8.72341,73.42971,1343.6,14.842
Kepler-168 c,Kepler-168,8.72341,73.42971,1343.6,14.842
Kepler-1680 b,Kepler-1680,7.18752,74.41131,310.315,13.85
Kepler-1681 b,Kepler-1681,10.55535,79.97224,758.3,14.646
Kepler-1682 b,Kepler-1682,9.09849,72.93853,1159.85,15.907
Kepler-1683 b,Kepler-1683,8.46112,78.73432,733.143,14.962
Kepler-1684 b,Kepler-1684,12.17404,79.03919,621.996,15.951
Kepler-1685 b,Kepler-1685,9.70889,77.62455,1141.89,16.096
Kepler-1686 b,Kepler-1686,11.81785,74.34305,729.823,13.661
Kepler-1687 b,Kepler-1687,16.61049,82.01382,417.014,15.928
Kepler-1689 b,Kepler-1689,10.34205,71.24425,294.122,12.227
Kepler-169 b,Kepler-169,15.17842,71.50909,406.529,14.424
Kepler-169 c,Kepler-169,15.17842,71.50909,406.529,14.424
Kepler-169 d,Kepler-169,15.17842,71.50909,406.529,14.424
Kepler-169 e,Kepler-169,15.17842,71.50909,406.529,14.424
Kepler-169 f,Kepler-169,15.17842,71.50909,406.529,14.424
Kepler-1690 b,Kepler-1690,14.07622,73.08366,703.789,14.882
Kepler-1691 b,Kepler-1691,15.04164,71.6846,1267.67,14.893
Kepler-1692 b,Kepler-1692,16.90563,77.67308,591.019,14.674
Kepler-1693 b,Kepler-1693,15.30878,79.6509,760.065,14.857
Kepler-1693 c,Kepler-1693,15.30878,79.6509,760.065,14.857
Kepler-1694 b,Kepler-1694,9.53827,73.46926,513.329,14.901
Kepler-1695 b,Kepler-1695,12.45831,79.01123,791.175,14.762
Kepler-1696 b,Kepler-1696,9.19024,75.703,1506.36,15.505
Kepler-1697 b,Kepler-1697,15.04776,74.44132,247.771,13.556
Kepler-1698 b,Kepler-1698,9.38916,72.42374,222.345,13.054
Kepler-1699 b,Kepler-1699,14.44265,80.88667,818.759,14.836
Kepler-17 b,Kepler-17,10.24166,81.82493,720.753,14.314
Kepler-170 b,Kepler-170,16.47671,71.75047,738.657,14.344
Kepler-170 c,Kepler-170,16.47671,71.75047,738.657,14.344
Kepler-1700 b,Kepler-1700,16.24851,76.03716,717.597,13.764
Kepler-1701 b,Kepler-1701,15.13726,72.61899,584.142,14.722
Kepler-1702 b,Kepler-1702,17.25401,74.73093,857.14,16.231
Kepler-1704 b,Kepler-1704,15.90743,82.73316,835.455,13.392
Kepler-1705 b,Kepler-1705,6.55518,79.9197,1633.49,15.8
Kepler-1705 c,Kepler-1705,6.55518,79.9197,1633.49,15.8
Kepler-1708 b,Kepler-1708,9.15634,77.57112,1666.69,15.823
Kepler-1709 b,Kepler-1709,18.04476,73.53701,273.946,11.642
Kepler-171 b,Kepler-171,8.2812,75.89964,863.855,15.101
Kepler-171 c,Kepler-171,8.2812,75.89964,863.855,15.101
Kepler-171 d,Kepler-171,8.2812,75.89964,863.855,15.101
Kepler-1710 b,Kepler-1710,9.85916,70.46256,305.193,12.695
Kepler-1711 b,Kepler-1711,7.61078,76.84314,590.268,13.298
Kepler-1712 b,Kepler-1712,19.19378,80.2389,156.264,14.946
Kepler-1713 b,Kepler-1713,15.22309,74.25854,295.293,11.065
Kepler-1714 b,Kepler-1714,12.31498,78.87078,409.46,11.041
Kepler-1715 b,Kepler-1715,10.07705,74.74287,522.605,12.881
Kepler-1716 b,Kepler-1716,8.73059,77.47324,195.439,13.129
Kepler-1717 b,Kepler-1717,12.91794,82.38598,1008.79,13.323
Kepler-1718 b,Kepler-1718,11.7864,75.35266,375.522,12.821
Kepler-1719 b,Kepler-1719,15.3225,69.21634,905.406,13.478
Kepler-172 b,Kepler-172,17.34751,71.60688,828.592,14.703
Kepler-172 c,Kepler-172,17.34751,71.60688,828.592,14.703
Kepler-172 d,Kepler-172,17.34751,71.60688,828.592,14.703
Kepler-172 e,Kepler-172,17.34751,71.60688,828.592,14.703
Kepler-1720 b,Kepler-1720,10.86939,80.72527,629.445,14.822
Kepler-1721 b,Kepler-1721,18.43362,74.99943,641.374,15.085
Kepler-1722 b,Kepler-1722,8.11144,75.42329,772.283,14.997
Kepler-1723 b,Kepler-1723,12.12381,79.65053,811.278,14.383
Kepler-1724 b,Kepler-1724,11.63223,81.17623,1060.77,14.961
Kepler-1725 b,Kepler-1725,9.12489,73.63689,558.652,13.153
Kepler-1726 b,Kepler-1726,18.05317,75.70415,390.552,13.851
Kepler-1727 b,Kepler-1727,11.24254,70.87455,894.187,15.751
Kepler-1728 b,Kepler-1728,13.66878,70.0941,651.783,15.279
Kepler-1729 b,Kepler-1729,8.75519,76.64025,576.181,15.676
Kepler-173 b,Kepler-173,9.73401,75.2479,833.165,14.357
Kepler-173 c,Kepler-173,9.73401,75.2479,833.165,14.357
Kepler-1730 b,Kepler-1730,18.9742,73.08062,1427.08,15.478
Kepler-1731 b,Kepler-1731,9.71021,69.3932,169.948,12.742
Kepler-1732 b,Kepler-1732,9.353,70.52957,1289.41,14.884
Kepler-1733 b,Kepler-1733,10.29225,70.3644,2080.51,15.612
Kepler-1734 b,Kepler-1734,9.85217,74.68894,1482.83,15.598
Kepler-1735 b,Kepler-1735,20.70764,76.36597,245.303,15.896
Kepler-1736 b,Kepler-1736,11.43245,70.25324,1430,14.808
Kepler-1738 b,Kepler-1738,11.4003,80.74418,1302.87,15.649
Kepler-1739 b,Kepler-1739,11.45268,80.99304,783.666,14.899
Kepler-174 b,Kepler-174,15.33905,74.71852,384.757,14.53
Kepler-174 c,Kepler-174,15.33905,74.71852,384.757,14.53
Kepler-174 d,Kepler-174,15.33905,74.71852,384.757,14.53
Kepler-1740 b,Kepler-1740,8.87006,72.31602,1061.77,15.454
Kepler-1741 b,Kepler-1741,9.85538,72.02363,270.739,16.154
Kepler-1742 b,Kepler-1742,16.09948,75.69421,669.573,14.512
Kepler-1743 b,Kepler-1743,15.07071,79.69274,538.807,12.062
Kepler-1744 b,Kepler-1744,12.39401,74.54269,1091.63,15.566
Kepler-1745 b,Kepler-1745,10.93874,75.6866,996.105,14.854
Kepler-1746 b,Kepler-1746,14.12111,73.49581,979.541,13.572
Kepler-1747 b,Kepler-1747,18.00601,75.20398,1321.38,16.1966
Kepler-1748 b,Kepler-1748,17.03042,76.14092,1083.28,16.004
Kepler-1749 b,Kepler-1749,14.17954,77.20386,268.2,14.95
Kepler-175 b,Kepler-175,13.96113,75.39446,1312.34,15.225
Kepler-175 c,Kepler-175,13.96113,75.39446,1312.34,15.225
Kepler-1750 b,Kepler-1750,14.14282,80.56864,1497.33,15.702
Kepler-1751 b,Kepler-1751,19.13301,79.75107,1291.47,15.455
Kepler-1752 b,Kepler-1752,16.13825,82.71749,962.888,16.0249
Kepler-1753 b,Kepler-1753,15.9048,77.59797,707.688,15.59
Kepler-1754 b,Kepler-1754,13.01042,82.93049,718.945,16.007
Kepler-1755 b,Kepler-1755,7.44064,74.50399,982.383,14.544
Kepler-1757 b,Kepler-1757,10.20264,80.8305,807.308,15.817
Kepler-1758 b,Kepler-1758,6.70075,74.67765,1588.41,15.119
Kepler-1759 b,Kepler-1759,10.56558,82.50797,385.348,14.532
Kepler-176 b,Kepler-176,10.63645,77.02616,527.321,14.767
Kepler-176 c,Kepler-176,10.63645,77.02616,527.321,14.767
Kepler-176 d,Kepler-176,10.63645,77.02616,527.321,14.767
Kepler-176 e,Kepler-176,10.63645,77.02616,527.321,14.767
Kepler-1761 b,Kepler-1761,19.38653,79.03781,221.186,15.619
Kepler-1762 b,Kepler-1762,11.59203,71.90027,1663.74,15.239
Kepler-1763 b,Kepler-1763,9.37925,73.69343,756.486,13.634
Kepler-1764 b,Kepler-1764,10.01365,74.53703,1542.48,14.91
Kepler-1765 b,Kepler-1765,8.0739,77.41317,764.456,15.04
Kepler-1766 b,Kepler-1766,12.17114,79.4584,501.229,12.96
Kepler-1767 b,Kepler-1767,12.69918,79.54791,820.506,16.206
Kepler-1768 b,Kepler-1768,7.78099,79.70836,632.766,13.565
Kepler-1769 b,Kepler-1769,10.40623,76.69865,438.412,12.487
Kepler-177 b,Kepler-177,16.72431,75.49689,1435.44,15.171
Kepler-177 c,Kepler-177,16.72431,75.49689,1435.44,15.171
Kepler-1770 b,Kepler-1770,7.52261,78.26557,582.942,14.418
Kepler-1771 b,Kepler-1771,14.55928,80.94695,565.752,13.802
Kepler-1772 b,Kepler-1772,12.10432,71.06697,871.564,13.546
Kepler-1773 b,Kepler-1773,13.96584,69.05494,681.255,13.085
Kepler-1774 b,Kepler-1774,13.42586,72.38085,816.592,14.02
Kepler-1775 b,Kepler-1775,14.0307,69.56634,657.023,13.429
Kepler-1776 b,Kepler-1776,14.01882,78.95728,690.336,13.68
Kepler-1777 b,Kepler-1777,10.8059,69.95216,619.146,14.112
Kepler-1778 b,Kepler-1778,15.35409,74.60682,1276.29,15.273
Kepler-1779 b,Kepler-1779,7.93149,80.59844,908.501,15.132
Kepler-178 b,Kepler-178,16.73486,77.56786,716.025,14.876
Kepler-178 c,Kepler-178,16.73486,77.56786,716.025,14.876
Kepler-178 d,Kepler-178,16.73486,77.56786,716.025,14.876
Kepler-1780 b,Kepler-1780,10.53166,75.8848,790.516,14.907
Kepler-1781 b,Kepler-1781,11.8821,74.65839,962.63,15.713
Kepler-1782 b,Kepler-1782,19.80508,73.20287,305.792,13.875
Kepler-1783 b,Kepler-1783,7.93344,75.65841,264.078,13.309
Kepler-1784 b,Kepler-1784,8.95858,78.89353,883.045,15.423
Kepler-1785 b,Kepler-1785,11.67812,80.78081,745.74,14.245
Kepler-1786 b,Kepler-1786,9.57483,71.48667,863.909,14.088
Kepler-1787 b,Kepler-1787,15.58472,78.31739,778.602,14.564
Kepler-1788 b,Kepler-1788,13.6788,77.68383,560.445,15.484
Kepler-1789 b,Kepler-1789,17.68993,71.44036,611.461,14.449
Kepler-179 b,Kepler-179,10.05858,81.86816,605.68,14.772
Kepler-179 c,Kepler-179,10.05858,81.86816,605.68,14.772
Kepler-1790 b,Kepler-1790,11.72115,79.00491,1070.17,14.179
Kepler-1791 b,Kepler-1791,16.87575,72.72911,602.218,13.529
Kepler-1792 b,Kepler-1792,8.28475,72.8198,601.029,15.566
Kepler-1793 b,Kepler-1793,11.13423,73.45576,1189.88,15.949
Kepler-1794 b,Kepler-1794,7.90528,80.83058,561.229,15.497
Kepler-1796 b,Kepler-1796,6.73189,80.15696,825.883,14.493
Kepler-1797 b,Kepler-1797,12.9805,78.2408,1338.49,15.421
Kepler-1798 b,Kepler-1798,9.72841,70.27663,395.196,16.391
Kepler-1799 b,Kepler-1799,17.70472,82.32839,2254.69,15.99
Kepler-18 b,Kepler-18,8.92007,79.0074,433.047,13.771
Kepler-18 c,Kepler-18,8.92007,79.0074,433.047,13.771
Kepler-18 d,Kepler-18,8.92007,79.0074,433.047,13.771
Kepler-180 b,Kepler-180,12.80745,82.68811,695.65,14.488
Kepler-180 c,Kepler-180,12.80745,82.68811,695.65,14.488
Kepler-1800 b,Kepler-1800,7.01237,74.99789,350.455,13.194
Kepler-1801 b,Kepler-1801,8.11892,73.04331,839.332,15.28
Kepler-1801 c,Kepler-1801,8.11892,73.04331,839.332,15.28
Kepler-1802 b,Kepler-1802,7.28213,79.26853,636.694,15.905
Kepler-1802 c,Kepler-1802,7.28213,79.26853,636.694,15.905
Kepler-1804 b,Kepler-1804,6.888,80.13824,434.456,14.679
Kepler-1805 b,Kepler-1805,15.80738,71.21319,221.639,15.536
Kepler-1806 b,Kepler-1806,17.54556,80.50295,978.066,16.173
Kepler-1807 b,Kepler-1807,12.93792,76.62177,1299.32,14.127
Kepler-1808 b,Kepler-1808,13.65968,70.4616,1022.01,15.424
Kepler-1809 b,Kepler-1809,12.07928,72.52602,409.602,14.271
Kepler-181 b,Kepler-181,12.6227,83.15616,609.283,14.854
Kepler-181 c,Kepler-181,12.6227,83.15616,609.283,14.854
Kepler-1810 b,Kepler-1810,9.91962,70.81439,1009.87,15.4
Kepler-1811 b,Kepler-1811,12.10156,72.05562,1390.56,15.327
Kepler-1812 b,Kepler-1812,6.6918,75.10403,1409.19,15.631
Kepler-1814 b,Kepler-1814,15.86299,71.62046,726.346,15.814
Kepler-1814 c,Kepler-1814,15.86299,71.62046,726.346,15.814
Kepler-1815 b,Kepler-1815,7.24545,79.10674,1006.63,15.621
Kepler-1816 b,Kepler-1816,12.50696,83.91538,437.823,14.734
Kepler-1817 b,Kepler-1817,19.1859,73.87137,748.569,15.346
Kepler-1818 b,Kepler-1818,16.21383,70.66885,1034.59,14.514
Kepler-1819 b,Kepler-1819,10.86924,80.36156,1363.19,15.489
Kepler-182 b,Kepler-182,16.48159,81.84308,1549.09,14.942
Kepler-182 c,Kepler-182,16.48159,81.84308,1549.09,14.942
Kepler-1820 b,Kepler-1820,11.44772,81.68178,1425.39,15.759
Kepler-1821 b,Kepler-1821,13.45418,82.46656,799.699,14.795
Kepler-1822 b,Kepler-1822,7.7254,75.6941,897.597,15.804
Kepler-1823 b,Kepler-1823,18.33269,75.16183,724.971,13.477
Kepler-1824 b,Kepler-1824,8.05416,75.389,1040.1,14.976
Kepler-1825 b,Kepler-1825,11.48845,75.20968,430.254,14.605
Kepler-1826 b,Kepler-1826,14.0588,81.05265,336.952,16.83
Kepler-1827 b,Kepler-1827,10.83253,73.42561,686.461,13.228
Kepler-1828 b,Kepler-1828,9.13768,70.34553,871.81,14.985
Kepler-1829 b,Kepler-1829,17.50627,82.43381,679.921,15.218
Kepler-183 b,Kepler-183,9.28857,72.54342,1050.64,14.993
Kepler-183 c,Kepler-183,9.28857,72.54342,1050.64,14.993
Kepler-1830 b,Kepler-1830,8.98213,74.61491,1056.88,13.605
Kepler-1831 b,Kepler-1831,12.87817,82.43762,1053.49,15.158
Kepler-1832 b,Kepler-1832,7.3123,78.76895,486.174,14.577
Kepler-1833 b,Kepler-1833,13.74766,77.23333,591.602,12.645
Kepler-1834 b,Kepler-1834,8.73475,73.37626,500.395,15.18
Kepler-1834 c,Kepler-1834,8.73475,73.37626,500.395,15.18
Kepler-1835 b,Kepler-1835,20.18801,72.94891,1404.38,15.615
Kepler-1836 b,Kepler-1836,10.81083,73.48908,1472.62,15.558
Kepler-1837 b,Kepler-1837,15.5631,76.70756,1229.18,15.48
Kepler-1838 b,Kepler-1838,6.02307,75.33486,451.242,11.443
Kepler-1839 b,Kepler-1839,13.71756,82.56605,1136.6,14.935
Kepler-184 b,Kepler-184,12.04501,75.41102,610.326,14.42
Kepler-184 c,Kepler-184,12.04501,75.41102,610.326,14.42
Kepler-184 d,Kepler-184,12.04501,75.41102,610.326,14.42
Kepler-1840 b,Kepler-1840,6.93915,76.30269,513.107,15.192
Kepler-1841 b,Kepler-1841,13.89999,71.81906,631.7,14.855
Kepler-1842 b,Kepler-1842,15.57169,72.9793,923.551,14.746
Kepler-1843 b,Kepler-1843,10.62548,74.08635,784.625,13.086
Kepler-1844 b,Kepler-1844,9.23418,70.99476,1804.36,15.995
Kepler-1845 b,Kepler-1845,9.25314,71.39829,710.724,16.117
Kepler-1846 b,Kepler-1846,11.23122,77.75575,374.615,14.412
Kepler-1847 b,Kepler-1847,9.63471,78.11453,1693.86,16.027
Kepler-1848 b,Kepler-1848,8.54786,80.2128,309.696,13.887
Kepler-1849 b,Kepler-1849,15.80052,71.61723,631.884,15.997
Kepler-185 b,Kepler-185,18.69333,73.39808,466.735,14.562
Kepler-185 c,Kepler-185,18.69333,73.39808,466.735,14.562
Kepler-1850 b,Kepler-1850,15.45157,74.42563,250.199,14.44
Kepler-1851 b,Kepler-1851,17.18501,75.96531,1589.81,15.699
Kepler-1852 b,Kepler-1852,13.53661,71.60197,772.481,15.726
Kepler-1853 b,Kepler-1853,18.04902,76.44075,562.348,15.229
Kepler-1854 b,Kepler-1854,13.56848,68.2551,423.348,14.381
Kepler-1856 b,Kepler-1856,13.33162,84.22691,848.76,15.621
Kepler-1857 b,Kepler-1857,7.43714,73.88117,853.275,14.36
Kepler-1858 b,Kepler-1858,13.36315,78.80207,833.055,15.959
Kepler-1859 b,Kepler-1859,12.36714,79.40642,1331.25,15.178
Kepler-1859 c,Kepler-1859,12.36714,79.40642,1331.25,15.178
Kepler-186 b,Kepler-186,8.17058,78.5199,177.594,15.138
Kepler-186 c,Kepler-186,8.17058,78.5199,177.594,15.138
Kepler-186 d,Kepler-186,8.17058,78.5199,177.594,15.138
Kepler-186 e,Kepler-186,8.17058,78.5199,177.594,15.138
Kepler-186 f,Kepler-186,8.17058,78.5199,177.594,15.138
Kepler-1860 b,Kepler-1860,13.6471,82.60779,438.703,13.569
Kepler-1861 b,Kepler-1861,12.72337,82.91864,829.985,13.709
Kepler-1862 b,Kepler-1862,11.94451,82.69101,1232.19,15.847
Kepler-1863 b,Kepler-1863,18.62728,72.69782,865.546,13.64
Kepler-1864 b,Kepler-1864,12.91726,73.29961,298.894,12.123
Kepler-1865 b,Kepler-1865,10.06365,74.73565,922.255,15.468
Kepler-1866 b,Kepler-1866,16.45824,75.16036,976.737,14.418
Kepler-1867 b,Kepler-1867,10.23146,76.76315,680.583,13.549
Kepler-1868 b,Kepler-1868,11.3814,76.29601,274.18,14.157
Kepler-1869 b,Kepler-1869,11.47224,75.34626,113.025,10.31
Kepler-1869 c,Kepler-1869,11.47224,75.34626,113.025,10.31
Kepler-187 b,Kepler-187,7.52969,79.05757,1143,14.297
Kepler-187 c,Kepler-187,7.52969,79.05757,1143,14.297
Kepler-1870 b,Kepler-1870,9.60609,73.83352,407.216,13.566
Kepler-1871 b,Kepler-1871,9.66405,71.38433,854.623,14.822
Kepler-1872 b,Kepler-1872,19.46959,72.46658,840.182,15.966
Kepler-1873 b,Kepler-1873,11.69033,78.98964,820.957,15.889
Kepler-1874 b,Kepler-1874,15.99548,74.27465,408.007,15.434
Kepler-1875 b,Kepler-1875,12.3128,83.42936,1660.45,15.201
Kepler-1876 b,Kepler-1876,6.42466,76.26675,259.935,10.793
Kepler-1877 b,Kepler-1877,11.86335,79.751,285.312,12.29
Kepler-1878 b,Kepler-1878,6.96348,79.4231,1494.3,15.587
Kepler-1879 b,Kepler-1879,13.11269,73.14367,627.171,12.825
Kepler-188 b,Kepler-188,19.64002,73.51949,968.544,14.719
Kepler-188 c,Kepler-188,19.64002,73.51949,968.544,14.719
Kepler-1880 b,Kepler-1880,13.82184,71.86779,611.041,16.088
Kepler-1881 b,Kepler-1881,11.80554,77.70878,1057.21,15.898
Kepler-1882 b,Kepler-1882,13.0741,75.38908,443.371,12.516
Kepler-1883 b,Kepler-1883,11.59243,74.41784,1377.61,15.642
Kepler-1884 b,Kepler-1884,8.92496,77.03021,1443.09,15.433
Kepler-1885 b,Kepler-1885,15.92702,78.58747,818.482,14.851
Kepler-1886 b,Kepler-1886,7.4719,73.63905,1059.51,15.627
Kepler-1887 b,Kepler-1887,14.6904,75.99577,1366.18,15.955
Kepler-1888 b,Kepler-1888,13.19653,73.38556,402.947,12.099
Kepler-1889 b,Kepler-1889,7.74278,75.59236,1395.13,15.715
Kepler-189 b,Kepler-189,15.4413,75.20665,591.534,14.971
Kepler-189 c,Kepler-189,15.4413,75.20665,591.534,14.971
Kepler-1890 b,Kepler-1890,10.5562,73.42492,529.596,12.916
Kepler-1891 b,Kepler-1891,13.84545,76.00835,596.24,14.412
