pl_name,hostname,galactic_latitude,galactic_longitude,distance,visual_mag
Kepler-1892 b,Kepler-1892,6.92164,76.99344,851.595,15.592
Kepler-1893 b,Kepler-1893,8.76729,79.2028,1050.72,15.152
Kepler-1894 b,Kepler-1894,12.74966,82.59443,935.191,15.452
Kepler-1894 c,Kepler-1894,12.74966,82.59443,935.191,15.452
Kepler-1895 b,Kepler-1895,14.65382,80.61011,984.187,15.787
Kepler-1896 b,Kepler-1896,12.35491,72.05393,1732.91,15.844
Kepler-1897 b,Kepler-1897,8.68012,72.65218,983.174,16.01
Kepler-1898 b,Kepler-1898,13.35942,69.60258,360.921,13.387
Kepler-1899 b,Kepler-1899,9.7134,70.79118,711.509,16.136
Kepler-19 b,Kepler-19,10.79684,70.10235,218.562,12.035
Kepler-19 c,Kepler-19,10.79684,70.10235,218.562,12.035
Kepler-19 d,Kepler-19,10.79684,70.10235,218.562,12.035
Kepler-190 b,Kepler-190,14.94343,75.91261,433.387,14.336
Kepler-190 c,Kepler-190,14.94343,75.91261,433.387,14.336
Kepler-1900 b,Kepler-1900,12.70037,76.68361,1540.43,15.502
Kepler-1901 b,Kepler-1901,13.52226,77.23693,1028.37,15.097
Kepler-1902 b,Kepler-1902,11.05566,74.7042,344.337,16.113
Kepler-1903 b,Kepler-1903,16.12874,82.75063,1775.44,15.456
Kepler-1904 b,Kepler-1904,17.25604,82.15064,270.854,16.367
Kepler-1905 b,Kepler-1905,13.0857,78.64292,1051.53,15.086
Kepler-1906 b,Kepler-1906,8.87168,72.23976,1360.63,15.322
Kepler-1907 b,Kepler-1907,20.97129,76.43207,292.111,13.989
Kepler-1907 c,Kepler-1907,20.97129,76.43207,292.111,13.989
Kepler-1909 b,Kepler-1909,12.48017,74.49731,763.662,15.933
Kepler-191 b,Kepler-191,13.51221,77.2472,594.464,14.987
Kepler-191 c,Kepler-191,13.51221,77.2472,594.464,14.987
Kepler-191 d,Kepler-191,13.51221,77.2472,594.464,14.987
Kepler-1911 b,Kepler-1911,6.48429,76.57912,269.912,12.245
Kepler-1912 b,Kepler-1912,19.70716,75.63965,297.017,12.36
Kepler-1913 b,Kepler-1913,13.90365,76.44426,876.3,14.814
Kepler-1914 b,Kepler-1914,10.44107,71.19215,1621.56,15.911
Kepler-1915 b,Kepler-1915,6.70496,79.75291,1514.66,16.261
Kepler-1916 b,Kepler-1916,13.65905,80.66458,2055.82,15.779
Kepler-1917 b,Kepler-1917,11.52096,77.87755,909.037,15.474
Kepler-1918 b,Kepler-1918,11.28253,74.8161,1030.11,15.533
Kepler-1919 b,Kepler-1919,18.26755,73.63765,1177.53,16.161
Kepler-192 b,Kepler-192,15.7141,76.53877,651.674,14.308
Kepler-192 c,Kepler-192,15.7141,76.53877,651.674,14.308
Kepler-192 d,Kepler-192,15.7141,76.53877,651.674,14.308
Kepler-1920 b,Kepler-1920,10.79194,71.25232,885.913,14.392
Kepler-1921 b,Kepler-1921,7.9355,80.46622,928.989,13.103
Kepler-1921 c,Kepler-1921,7.9355,80.46622,928.989,13.103
Kepler-1922 b,Kepler-1922,9.51518,70.91951,1344.29,15.388
Kepler-1923 b,Kepler-1923,6.72415,75.15847,990.838,14.454
Kepler-1924 b,Kepler-1924,10.74701,75.79426,1910.77,15.084
Kepler-1925 b,Kepler-1925,14.2873,76.63047,1771.31,15.382
Kepler-1926 b,Kepler-1926,13.00944,76.17667,667.405,15.8
Kepler-1927 b,Kepler-1927,8.34989,75.37524,1091,13.312
Kepler-1928 b,Kepler-1928,11.07784,70.72418,326.362,12.679
Kepler-1929 b,Kepler-1929,9.3646,81.90592,508.201,11.788
Kepler-193 b,Kepler-193,10.77346,80.09004,1009.1,14.712
Kepler-193 c,Kepler-193,10.77346,80.09004,1009.1,14.712
Kepler-1930 b,Kepler-1930,6.8997,74.6858,275.694,13.447
Kepler-1931 b,Kepler-1931,12.86619,75.30043,620.091,12.671
Kepler-1932 b,Kepler-1932,15.69956,71.44489,713.733,15.286
Kepler-1933 b,Kepler-1933,16.20448,69.94017,328.007,12.81
Kepler-1934 b,Kepler-1934,10.19281,69.76532,428.514,12.874
Kepler-1935 b,Kepler-1935,7.53267,73.97075,904.702,14.522
Kepler-1936 b,Kepler-1936,13.59658,76.65408,871.096,13.393
Kepler-1937 b,Kepler-1937,11.90966,72.86986,905.069,14.163
Kepler-1938 b,Kepler-1938,6.32746,76.38584,421.152,15.246
Kepler-1939 b,Kepler-1939,15.42338,71.48672,189.833,13.622
Kepler-194 b,Kepler-194,14.09794,79.85362,1097.97,14.969
Kepler-194 c,Kepler-194,14.09794,79.85362,1097.97,14.969
Kepler-194 d,Kepler-194,14.09794,79.85362,1097.97,14.969
Kepler-1940 b,Kepler-1940,13.46295,77.17468,798.595,15.674
Kepler-1941 b,Kepler-1941,12.00586,82.62976,1494.39,14.943
Kepler-1942 b,Kepler-1942,10.70294,77.64775,842.492,14.91
Kepler-1943 b,Kepler-1943,10.26137,74.08992,1004.55,13.868
Kepler-1944 b,Kepler-1944,7.19207,73.52817,1076.48,15.582
Kepler-1946 b,Kepler-1946,18.42396,72.32859,1002.12,15.508
Kepler-1947 b,Kepler-1947,8.99929,76.17636,468.771,12.973
Kepler-1948 b,Kepler-1948,16.90289,78.49856,193.903,14.569
Kepler-1949 b,Kepler-1949,10.98346,75.89627,2617.35,15.231
Kepler-195 b,Kepler-195,16.50144,78.87415,652.051,14.863
Kepler-195 c,Kepler-195,16.50144,78.87415,652.051,14.863
Kepler-1950 b,Kepler-1950,15.1176,73.50551,697.253,14.845
Kepler-1951 b,Kepler-1951,11.80543,72.36456,1277.32,14.367
Kepler-1952 b,Kepler-1952,14.96701,75.02689,852.062,13.828
Kepler-1953 b,Kepler-1953,16.02266,77.39378,605.631,15.936
Kepler-1954 b,Kepler-1954,8.2785,77.75717,1373.83,15.875
Kepler-1955 b,Kepler-1955,5.83975,75.83798,449.351,12.609
Kepler-1956 b,Kepler-1956,13.40876,82.51464,360.468,15.989
Kepler-1957 b,Kepler-1957,13.0557,80.39441,460.899,15.13
Kepler-1958 b,Kepler-1958,13.355,73.2066,1320.38,15.486
Kepler-1959 b,Kepler-1959,10.19197,78.2779,479.263,14.797
Kepler-196 b,Kepler-196,16.33606,72.31497,451.312,14.239
Kepler-196 c,Kepler-196,16.33606,72.31497,451.312,14.239
Kepler-196 d,Kepler-196,16.33606,72.31497,451.312,14.239
Kepler-1960 b,Kepler-1960,11.93494,79.6328,1527.56,15.181
Kepler-1961 b,Kepler-1961,14.45986,70.43639,1042.45,15.809
Kepler-1962 b,Kepler-1962,12.40847,71.93138,866.826,15.146
Kepler-1963 b,Kepler-1963,11.01842,80.68423,492.847,14.054
Kepler-1965 b,Kepler-1965,9.39733,71.00921,521.791,13.839
Kepler-1966 b,Kepler-1966,10.91713,73.95914,484.601,15.222
Kepler-1967 b,Kepler-1967,7.63779,78.30027,249.102,13.519
Kepler-1968 b,Kepler-1968,13.32569,77.39076,750.93,16.303
Kepler-1969 b,Kepler-1969,13.13472,82.19331,1204.54,15.851
Kepler-197 b,Kepler-197,13.35928,83.30414,330.575,11.775
Kepler-197 c,Kepler-197,13.35928,83.30414,330.575,11.775
Kepler-197 d,Kepler-197,13.35928,83.30414,330.575,11.775
Kepler-197 e,Kepler-197,13.35928,83.30414,330.575,11.775
Kepler-1972 b,Kepler-1972,13.08704,71.27937,287.339,11.23
Kepler-1972 c,Kepler-1972,13.08704,71.27937,287.339,11.23
Kepler-1976 b,Kepler-1976,14.34495,80.71768,1314.51,15.445
Kepler-1977 b,Kepler-1977,10.40856,69.65882,592.711,16.047
Kepler-1978 b,Kepler-1978,14.02188,68.74978,865.512,15.49
Kepler-1979 b,Kepler-1979,11.40614,70.31978,1076.27,15.484
Kepler-198 b,Kepler-198,10.98805,70.95869,495.358,13.684
Kepler-198 c,Kepler-198,10.98805,70.95869,495.358,13.684
Kepler-198 d,Kepler-198,10.98805,70.95869,495.358,13.684
Kepler-1980 b,Kepler-1980,7.84665,72.54413,1709.4,15.906
Kepler-1981 b,Kepler-1981,12.91169,70.08397,659.395,13.563
Kepler-1982 b,Kepler-1982,13.68918,70.75846,558.855,12.696
Kepler-1983 b,Kepler-1983,7.19857,74.37983,424.428,14.518
Kepler-1986 b,Kepler-1986,11.28757,75.54383,912.085,15.661
Kepler-1987 b,Kepler-1987,9.4666,76.6116,595.683,15.477
Kepler-1987 c,Kepler-1987,9.4666,76.6116,595.683,15.477
Kepler-1987 d,Kepler-1987,9.4666,76.6116,595.683,15.477
Kepler-1987 e,Kepler-1987,9.4666,76.6116,595.683,15.477
Kepler-1988 b,Kepler-1988,8.07743,78.38825,513.426,12.128
Kepler-1989 b,Kepler-1989,13.27861,75.96152,1252.13,14.289
Kepler-199 b,Kepler-199,8.34737,74.10843,521.054,13.796
Kepler-199 c,Kepler-199,8.34737,74.10843,521.054,13.796
Kepler-1990 b,Kepler-1990,7.76339,79.32401,392.739,11.946
Kepler-1990 c,Kepler-1990,7.76339,79.32401,392.739,11.946
Kepler-1991 b,Kepler-1991,17.39498,75.23947,855.82,15.048
Kepler-1991 c,Kepler-1991,17.39498,75.23947,855.82,15.048
Kepler-1992 b,Kepler-1992,10.93841,78.276,532.955,13.79
Kepler-1993 b,Kepler-1993,11.78641,77.92249,1031.91,13.451
Kepler-1994 b,Kepler-1994,10.24589,80.05739,241.991,12.01
Kepler-1995 b,Kepler-1995,18.29089,76.28124,595.331,15.516
Kepler-1996 b,Kepler-1996,17.79756,76.77586,440.561,15.11
Kepler-1996 c,Kepler-1996,17.79756,76.77586,440.561,15.11
Kepler-1997 b,Kepler-1997,10.18663,80.42965,1502.34,15.454
Kepler-1998 b,Kepler-1998,19.3122,77.32348,340.965,12.74
Kepler-1999 b,Kepler-1999,20.1998,77.74846,701.255,16.433
Kepler-20 b,Kepler-20,14.57345,73.37692,282.563,12.61
Kepler-20 c,Kepler-20,14.57345,73.37692,282.563,12.61
Kepler-20 d,Kepler-20,14.57345,73.37692,282.563,12.61
Kepler-20 e,Kepler-20,14.57345,73.37692,282.563,12.61
Kepler-20 f,Kepler-20,14.57345,73.37692,282.563,12.61
Kepler-20 g,Kepler-20,14.57345,73.37692,282.563,12.61
Kepler-200 b,Kepler-200,16.40754,71.33871,665.912,13.932
Kepler-200 c,Kepler-200,16.40754,71.33871,665.912,13.932
Kepler-2000 b,Kepler-2000,18.78346,80.18831,320.588,15.642
Kepler-2000 c,Kepler-2000,18.78346,80.18831,320.588,15.642
Kepler-2001 b,Kepler-2001,15.41574,82.32309,776.55,15.981
Kepler-2001 c,Kepler-2001,15.41574,82.32309,776.55,15.981
Kepler-201 b,Kepler-201,10.12709,74.33875,636.445,12.991
Kepler-201 c,Kepler-201,10.12709,74.33875,636.445,12.991
Kepler-202 b,Kepler-202,17.44261,71.00646,285.111,14.178
Kepler-202 c,Kepler-202,17.44261,71.00646,285.111,14.178
Kepler-203 b,Kepler-203,7.89379,75.69361,703.302,14.14
Kepler-203 c,Kepler-203,7.89379,75.69361,703.302,14.14
Kepler-203 d,Kepler-203,7.89379,75.69361,703.302,14.14
Kepler-204 b,Kepler-204,15.95528,72.12006,686.723,13.977
Kepler-204 c,Kepler-204,15.95528,72.12006,686.723,13.977
Kepler-205 b,Kepler-205,16.03463,72.1976,159.72,13.779
Kepler-205 c,Kepler-205,16.03463,72.1976,159.72,13.779
Kepler-206 b,Kepler-206,11.71043,74.16686,594.447,13.507
Kepler-206 c,Kepler-206,11.71043,74.16686,594.447,13.507
Kepler-206 d,Kepler-206,11.71043,74.16686,594.447,13.507
Kepler-207 b,Kepler-207,12.9292,73.94724,875.519,13.164
Kepler-207 c,Kepler-207,12.9292,73.94724,875.519,13.164
Kepler-207 d,Kepler-207,12.9292,73.94724,875.519,13.164
Kepler-208 b,Kepler-208,10.52882,75.56386,775.328,13.561
Kepler-208 c,Kepler-208,10.52882,75.56386,775.328,13.561
Kepler-208 d,Kepler-208,10.52882,75.56386,775.328,13.561
Kepler-208 e,Kepler-208,10.52882,75.56386,775.328,13.561
Kepler-209 b,Kepler-209,12.37222,74.75577,576.946,14.132
Kepler-209 c,Kepler-209,12.37222,74.75577,576.946,14.132
Kepler-21 b,Kepler-21,13.33672,69.85644,108.522,8.25
Kepler-210 b,Kepler-210,11.68733,75.60062,232.75,14.126
Kepler-210 c,Kepler-210,11.68733,75.60062,232.75,14.126
Kepler-211 b,Kepler-211,16.42408,73.50289,309.353,13.448
Kepler-211 c,Kepler-211,16.42408,73.50289,309.353,13.448
Kepler-212 b,Kepler-212,14.94551,74.11519,687.194,13.129
Kepler-212 c,Kepler-212,14.94551,74.11519,687.194,13.129
Kepler-213 b,Kepler-213,13.45626,76.507,634.939,13.705
Kepler-213 c,Kepler-213,13.45626,76.507,634.939,13.705
Kepler-214 b,Kepler-214,17.5388,75.05181,1208.44,14.057
Kepler-214 c,Kepler-214,17.5388,75.05181,1208.44,14.057
Kepler-215 b,Kepler-215,11.07277,78.35687,485.997,13.678
Kepler-215 c,Kepler-215,11.07277,78.35687,485.997,13.678
Kepler-215 d,Kepler-215,11.07277,78.35687,485.997,13.678
Kepler-215 e,Kepler-215,11.07277,78.35687,485.997,13.678
Kepler-216 b,Kepler-216,12.26418,78.78512,1187.47,14.054
Kepler-216 c,Kepler-216,12.26418,78.78512,1187.47,14.054
Kepler-217 b,Kepler-217,12.75822,78.70435,1104.64,13.155
Kepler-217 c,Kepler-217,12.75822,78.70435,1104.64,13.155
Kepler-217 d,Kepler-217,12.75822,78.70435,1104.64,13.155
Kepler-218 b,Kepler-218,11.2887,79.45283,656.38,14.035
Kepler-218 c,Kepler-218,11.2887,79.45283,656.38,14.035
Kepler-218 d,Kepler-218,11.2887,79.45283,656.38,14.035
Kepler-219 b,Kepler-219,15.64895,77.88787,787.07,13.823
Kepler-219 c,Kepler-219,15.64895,77.88787,787.07,13.823
Kepler-219 d,Kepler-219,15.64895,77.88787,787.07,13.823
Kepler-22 b,Kepler-22,15.79232,79.09152,194.642,11.751
Kepler-220 b,Kepler-220,13.97444,78.81162,171.109,13.049
Kepler-220 c,Kepler-220,13.97444,78.81162,171.109,13.049
Kepler-220 d,Kepler-220,13.97444,78.81162,171.109,13.049
Kepler-220 e,Kepler-220,13.97444,78.81162,171.109,13.049
Kepler-221 b,Kepler-221,10.80167,80.37293,385.231,13.97
Kepler-221 c,Kepler-221,10.80167,80.37293,385.231,13.97
Kepler-221 d,Kepler-221,10.80167,80.37293,385.231,13.97
Kepler-221 e,Kepler-221,10.80167,80.37293,385.231,13.97
Kepler-222 b,Kepler-222,16.24184,77.8255,758.854,15.407
Kepler-222 c,Kepler-222,16.24184,77.8255,758.854,15.407
Kepler-222 d,Kepler-222,16.24184,77.8255,758.854,15.407
Kepler-223 b,Kepler-223,10.02398,81.32513,1859.71,15.69
Kepler-223 c,Kepler-223,10.02398,81.32513,1859.71,15.69
Kepler-223 d,Kepler-223,10.02398,81.32513,1859.71,15.69
Kepler-223 e,Kepler-223,10.02398,81.32513,1859.71,15.69
Kepler-224 b,Kepler-224,14.52091,79.07683,782.088,15.801
Kepler-224 c,Kepler-224,14.52091,79.07683,782.088,15.801
Kepler-224 d,Kepler-224,14.52091,79.07683,782.088,15.801
Kepler-224 e,Kepler-224,14.52091,79.07683,782.088,15.801
Kepler-225 b,Kepler-225,13.78927,79.53972,561.101,16.294
Kepler-225 c,Kepler-225,13.78927,79.53972,561.101,16.294
Kepler-226 b,Kepler-226,13.85946,79.98836,980.138,15.563
Kepler-226 c,Kepler-226,13.85946,79.98836,980.138,15.563
Kepler-226 d,Kepler-226,13.85946,79.98836,980.138,15.563
Kepler-227 b,Kepler-227,14.23776,80.10231,1083.06,15.623
Kepler-227 c,Kepler-227,14.23776,80.10231,1083.06,15.623
Kepler-228 b,Kepler-228,11.67615,81.50262,1644.61,15.902
Kepler-228 c,Kepler-228,11.67615,81.50262,1644.61,15.902
Kepler-228 d,Kepler-228,11.67615,81.50262,1644.61,15.902
Kepler-229 b,Kepler-229,17.34816,78.97779,826.265,16.22
Kepler-229 c,Kepler-229,17.34816,78.97779,826.265,16.22
Kepler-229 d,Kepler-229,17.34816,78.97779,826.265,16.22
Kepler-23 b,Kepler-23,13.45799,82.01371,835.756,13.567
Kepler-23 c,Kepler-23,13.45799,82.01371,835.756,13.567
Kepler-23 d,Kepler-23,13.45799,82.01371,835.756,13.567
Kepler-230 b,Kepler-230,18.18766,78.78362,740.754,15.264
Kepler-230 c,Kepler-230,18.18766,78.78362,740.754,15.264
Kepler-231 b,Kepler-231,14.06137,82.91642,316.618,15.813
Kepler-231 c,Kepler-231,14.06137,82.91642,316.618,15.813
Kepler-232 b,Kepler-232,13.28087,83.99267,1349.13,15.565
Kepler-232 c,Kepler-232,13.28087,83.99267,1349.13,15.565
Kepler-233 b,Kepler-233,13.06442,84.33493,856.417,15.477
Kepler-233 c,Kepler-233,13.06442,84.33493,856.417,15.477
Kepler-234 b,Kepler-234,10.2143,71.12598,1733.1,15.747
Kepler-234 c,Kepler-234,10.2143,71.12598,1733.1,15.747
Kepler-235 b,Kepler-235,14.47665,69.97316,428.018,16.567
Kepler-235 c,Kepler-235,14.47665,69.97316,428.018,16.567
Kepler-235 d,Kepler-235,14.47665,69.97316,428.018,16.567
Kepler-235 e,Kepler-235,14.47665,69.97316,428.018,16.567
Kepler-236 b,Kepler-236,16.28889,69.88341,288.763,16.014
Kepler-236 c,Kepler-236,16.28889,69.88341,288.763,16.014
Kepler-237 b,Kepler-237,16.94089,70.20006,657.822,15.689
Kepler-237 c,Kepler-237,16.94089,70.20006,657.822,15.689
Kepler-238 b,Kepler-238,13.74892,71.83506,1798.75,15.297
Kepler-238 c,Kepler-238,13.74892,71.83506,1798.75,15.297
Kepler-238 d,Kepler-238,13.74892,71.83506,1798.75,15.297
Kepler-238 e,Kepler-238,13.74892,71.83506,1798.75,15.297
Kepler-238 f,Kepler-238,13.74892,71.83506,1798.75,15.297
Kepler-239 b,Kepler-239,9.45945,73.99484,648.109,15.252
Kepler-239 c,Kepler-239,9.45945,73.99484,648.109,15.252
Kepler-24 b,Kepler-24,11.01831,70.54989,1156.81,15.04
Kepler-24 c,Kepler-24,11.01831,70.54989,1156.81,15.04
Kepler-24 d,Kepler-24,11.01831,70.54989,1156.81,15.04
Kepler-24 e,Kepler-24,11.01831,70.54989,1156.81,15.04
Kepler-240 b,Kepler-240,11.55622,73.01252,746.927,15.953
Kepler-240 c,Kepler-240,11.55622,73.01252,746.927,15.953
Kepler-242 b,Kepler-242,15.13516,72.52885,600.241,15.489
Kepler-242 c,Kepler-242,15.13516,72.52885,600.241,15.489
Kepler-243 b,Kepler-243,16.2214,72.31271,693.86,15.159
Kepler-243 c,Kepler-243,16.2214,72.31271,693.86,15.159
Kepler-244 b,Kepler-244,14.86746,73.203,1036.49,15.747
Kepler-244 c,Kepler-244,14.86746,73.203,1036.49,15.747
Kepler-244 d,Kepler-244,14.86746,73.203,1036.49,15.747
Kepler-245 b,Kepler-245,11.97179,74.72154,861.527,15.546
Kepler-245 c,Kepler-245,11.97179,74.72154,861.527,15.546
Kepler-245 d,Kepler-245,11.97179,74.72154,861.527,15.546
Kepler-245 e,Kepler-245,11.97179,74.72154,861.527,15.546
Kepler-246 b,Kepler-246,8.90874,76.59735,626.078,15.197
Kepler-246 c,Kepler-246,8.90874,76.59735,626.078,15.197
Kepler-247 b,Kepler-247,14.22116,74.32823,663.711,15.199
Kepler-247 c,Kepler-247,14.22116,74.32823,663.711,15.199
Kepler-247 d,Kepler-247,14.22116,74.32823,663.711,15.199
Kepler-248 b,Kepler-248,11.54633,76.24058,738.792,15.506
Kepler-248 c,Kepler-248,11.54633,76.24058,738.792,15.506
Kepler-249 b,Kepler-249,9.07073,77.65836,190.401,16.37
Kepler-249 c,Kepler-249,9.07073,77.65836,190.401,16.37
Kepler-249 d,Kepler-249,9.07073,77.65836,190.401,16.37
Kepler-25 b,Kepler-25,14.16403,70.34971,243.249,10.769
Kepler-25 c,Kepler-25,14.16403,70.34971,243.249,10.769
Kepler-25 d,Kepler-25,14.16403,70.34971,243.249,10.769
Kepler-250 b,Kepler-250,14.04353,75.65661,760.585,15.819
Kepler-250 c,Kepler-250,14.04353,75.65661,760.585,15.819
Kepler-250 d,Kepler-250,14.04353,75.65661,760.585,15.819
Kepler-251 b,Kepler-251,9.55133,77.9071,924.625,15.541
Kepler-251 c,Kepler-251,9.55133,77.9071,924.625,15.541
Kepler-251 d,Kepler-251,9.55133,77.9071,924.625,15.541
Kepler-251 e,Kepler-251,9.55133,77.9071,924.625,15.541
Kepler-252 b,Kepler-252,10.38166,77.95933,379.424,15.406
Kepler-252 c,Kepler-252,10.38166,77.95933,379.424,15.406
Kepler-253 b,Kepler-253,12.89296,77.02002,838.595,15.778
Kepler-253 c,Kepler-253,12.89296,77.02002,838.595,15.778
Kepler-253 d,Kepler-253,12.89296,77.02002,838.595,15.778
Kepler-254 b,Kepler-254,15.64277,76.8224,1389.48,16.012
Kepler-254 c,Kepler-254,15.64277,76.8224,1389.48,16.012
Kepler-254 d,Kepler-254,15.64277,76.8224,1389.48,16.012
Kepler-255 b,Kepler-255,10.75408,79.40697,1052.53,15.699
Kepler-255 c,Kepler-255,10.75408,79.40697,1052.53,15.699
Kepler-255 d,Kepler-255,10.75408,79.40697,1052.53,15.699
Kepler-256 b,Kepler-256,12.96405,78.39607,1026.43,15.178
Kepler-256 c,Kepler-256,12.96405,78.39607,1026.43,15.178
Kepler-256 d,Kepler-256,12.96405,78.39607,1026.43,15.178
Kepler-256 e,Kepler-256,12.96405,78.39607,1026.43,15.178
Kepler-257 b,Kepler-257,10.01236,79.87071,780.256,15.652
Kepler-257 c,Kepler-257,10.01236,79.87071,780.256,15.652
Kepler-257 d,Kepler-257,10.01236,79.87071,780.256,15.652
Kepler-258 b,Kepler-258,12.25592,79.30454,575.988,15.49
Kepler-258 c,Kepler-258,12.25592,79.30454,575.988,15.49
Kepler-259 b,Kepler-259,15.924,77.5999,1002.14,15.378
Kepler-259 c,Kepler-259,15.924,77.5999,1002.14,15.378
Kepler-26 b,Kepler-26,17.99282,76.67999,335.307,15.853
Kepler-26 c,Kepler-26,17.99282,76.67999,335.307,15.853
Kepler-26 d,Kepler-26,17.99282,76.67999,335.307,15.853
Kepler-26 e,Kepler-26,17.99282,76.67999,335.307,15.853
Kepler-260 b,Kepler-260,9.80681,70.78812,627.365,14.253
Kepler-260 c,Kepler-260,9.80681,70.78812,627.365,14.253
Kepler-261 b,Kepler-261,10.02041,70.2185,317.499,13.738
Kepler-261 c,Kepler-261,10.02041,70.2185,317.499,13.738
Kepler-262 b,Kepler-262,10.31333,69.66537,613.129,14.478
Kepler-262 c,Kepler-262,10.31333,69.66537,613.129,14.478
Kepler-263 b,Kepler-263,9.22104,70.58352,754.747,15.435
Kepler-263 c,Kepler-263,9.22104,70.58352,754.747,15.435
Kepler-264 b,Kepler-264,9.43386,70.25469,942.173,13.15
Kepler-264 c,Kepler-264,9.43386,70.25469,942.173,13.15
Kepler-265 b,Kepler-265,12.21177,73.25046,1280.25,15.47
Kepler-265 c,Kepler-265,12.21177,73.25046,1280.25,15.47
Kepler-265 d,Kepler-265,12.21177,73.25046,1280.25,15.47
Kepler-265 e,Kepler-265,12.21177,73.25046,1280.25,15.47
Kepler-266 b,Kepler-266,10.89836,77.24742,1370.79,15.787
Kepler-266 c,Kepler-266,10.89836,77.24742,1370.79,15.787
Kepler-267 b,Kepler-267,9.07311,81.73773,264.993,16.69
Kepler-267 c,Kepler-267,9.07311,81.73773,264.993,16.69
Kepler-267 d,Kepler-267,9.07311,81.73773,264.993,16.69
Kepler-268 b,Kepler-268,9.79009,70.84335,851.87,13.844
Kepler-268 c,Kepler-268,9.79009,70.84335,851.87,13.844
Kepler-269 b,Kepler-269,12.63923,73.64493,2257.32,15.646
Kepler-269 c,Kepler-269,12.63923,73.64493,2257.32,15.646
Kepler-27 b,Kepler-27,10.97438,73.68708,1044.36,15.822
Kepler-27 c,Kepler-27,10.97438,73.68708,1044.36,15.822
Kepler-27 d,Kepler-27,10.97438,73.68708,1044.36,15.822
Kepler-270 b,Kepler-270,19.05505,73.85816,948.781,13.9
Kepler-270 c,Kepler-270,19.05505,73.85816,948.781,13.9
Kepler-271 b,Kepler-271,18.46832,73.92797,404.542,13.578
Kepler-271 c,Kepler-271,18.46832,73.92797,404.542,13.578
Kepler-271 d,Kepler-271,18.46832,73.92797,404.542,13.578
Kepler-272 b,Kepler-272,9.70399,81.87731,889.608,14.811
Kepler-272 c,Kepler-272,9.70399,81.87731,889.608,14.811
Kepler-272 d,Kepler-272,9.70399,81.87731,889.608,14.811
Kepler-273 b,Kepler-273,14.43623,79.50293,713.964,15.1
Kepler-273 c,Kepler-273,14.43623,79.50293,713.964,15.1
Kepler-274 b,Kepler-274,9.32128,71.56815,1333.62,15.238
Kepler-274 c,Kepler-274,9.32128,71.56815,1333.62,15.238
Kepler-275 b,Kepler-275,9.64684,71.44115,2034.25,15.289
Kepler-275 c,Kepler-275,9.64684,71.44115,2034.25,15.289
Kepler-275 d,Kepler-275,9.64684,71.44115,2034.25,15.289
Kepler-276 b,Kepler-276,9.13322,72.30607,1144.86,15.481
Kepler-276 c,Kepler-276,9.13322,72.30607,1144.86,15.481
Kepler-276 d,Kepler-276,9.13322,72.30607,1144.86,15.481
Kepler-277 b,Kepler-277,14.0381,69.94431,976.643,13.544
Kepler-277 c,Kepler-277,14.0381,69.94431,976.643,13.544
Kepler-278 b,Kepler-278,11.39023,70.77221,443.03,11.811
Kepler-278 c,Kepler-278,11.39023,70.77221,443.03,11.811
Kepler-279 b,Kepler-279,14.72413,73.14702,1037.4,13.647
Kepler-279 c,Kepler-279,14.72413,73.14702,1037.4,13.647
Kepler-279 d,Kepler-279,14.72413,73.14702,1037.4,13.647
Kepler-28 b,Kepler-28,11.63869,74.88051,438.359,15.13
Kepler-28 c,Kepler-28,11.63869,74.88051,438.359,15.13
Kepler-280 b,Kepler-280,12.02527,74.40417,780.361,14.35
Kepler-280 c,Kepler-280,12.02527,74.40417,780.361,14.35
Kepler-281 b,Kepler-281,11.41339,77.66929,1745.45,15.931
Kepler-281 c,Kepler-281,11.41339,77.66929,1745.45,15.931
Kepler-281 d,Kepler-281,11.41339,77.66929,1745.45,15.931
Kepler-282 b,Kepler-282,17.53304,74.87605,1337.61,15.444
Kepler-282 c,Kepler-282,17.53304,74.87605,1337.61,15.444
Kepler-282 d,Kepler-282,17.53304,74.87605,1337.61,15.444
Kepler-282 e,Kepler-282,17.53304,74.87605,1337.61,15.444
